Year,Category,Shared,Winner,Individual/ Organization,Gender,Place of Birth,Country_of_Birth,Continent,Year of Birth,Age,Country represented for Nobel Prize,Short Description,Description,Universities,Image,DBpedia Link,Profile
1974,Economics,,Gunnar Myrdal,Individual,Male,Dalarna,Sweden,Europe,1898,76,Sweden,Swedish Economist,"Karl Gunnar Myrdal ( Swedish: [?my????l]; 6 December 1898 – 17 May 1987) was a Swedish Nobel laureate economist, sociologist, and politician. In 1974, he received the Nobel Memorial Prize in Economic Sciences with Friedrich Hayek for ""their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena."" He is best known in the United States for his study of race relations, which culminated in his book An American Dilemma: The Negro Problem and Modern Democracy. The study was influential in the 1954 landmark U.S. Supreme Court Decision Brown v. Board of Education.",Stockholm University,http://upload.wikimedia.org/wikipedia/commons/e/e9/Gunnar_Myrdal_-_Sveriges_styresm%C3%A4n.jpg,http://dbpedia.org/page/Gunnar_Myrdal,http://en.wikipedia.org/wiki/Gunnar_Myrdal
1974,Literature,,Harry Martinson,Individual,Male,Jämshög,Sweden,Europe,1904,70,Sweden,Swedish Writer,"Harry Martinson (6 May 1904 – 11 February 1978) was a Swedish author, poet and former sailor. In 1949 he was elected into the Swedish Academy. He was awarded a joint Nobel Prize in Literature in 1974 together with fellow Swede Eyvind Johnson ""for writings that catch the dewdrop and reflect the cosmos"". The choice was controversial, as both Martinson and Johnson were members of the academy and had partaken in endorsing themselves as laureates.",,http://upload.wikimedia.org/wikipedia/commons/7/7f/20120807084529%21Martinson%2C_Harry_i_VJ_1943.jpg,http://dbpedia.org/page/Harry_Martinson,http://en.wikipedia.org/wiki/Harry_Martinson
1974,Literature,,Eyvind Johnson,Individual,Male,Boden,Sweden,Europe,1900,74,Sweden,Swedish Writer,"Eyvind Johnson (29 July 1900 – 25 August 1976) was a Swedish writer and author. He became a member of the Swedish Academy in 1957 and shared the Nobel Prize in Literature with Harry Martinson in 1974 with the citation: for a narrative art, far-seeing in lands and ages, in the service of freedom.",,http://upload.wikimedia.org/wikipedia/commons/e/e0/Eyvind.JPG,http://dbpedia.org/page/Eyvind_Johnson,http://en.wikipedia.org/wiki/Eyvind_Johnson
1974,Medicine / Physiology,,Christian de Duve,Individual,Male,Thames Ditton,United Kingdom,Europe,1917,57,"Belgium, United Kingdom","Biochemist, Cytologist","Christian René, viscount de Duve (2 October 1917 – 4 May 2013) was a Nobel Prize-winning Belgian cytologist and biochemist. He was born in Thames Ditton, Surrey, Great Britain, as a son of Belgian refugees during the First World War. They returned to Belgium in 1920. He was the Founding President of the prestigious L'Oréal-UNESCO Awards for Women in Science. He made serendipitous discoveries of two eukaryotic organelles, peroxisome and lysosome, for which he shared the Nobel Prize for Physiology or Medicine in 1974 with Albert Claude and George E. Palade. He was a multilingual, able to speak English, French, German, and Flemish, and the skill which once saved his life. ",Catholic University of Leuven,,http://dbpedia.org/page/Christian_de_Duve,http://en.wikipedia.org/wiki/Christian_de_Duve
1974,Physics,,Martin Ryle,Individual,Male,Brighton,United Kingdom,Europe,1918,56,United Kingdom,British Astronomer,"Sir Martin Ryle FRS (27 September 1918 – 14 October 1984) was an English radio astronomer who developed revolutionary radio telescope systems (see e.g. aperture synthesis ) and used them for accurate location and imaging of weak radio sources. In 1946 Ryle and Vonberg were the first people to publish interferometric astronomical measurements at radio wavelengths, although it is claimed that Joseph Pawsey from the University of Sydney had actually made interferometric measurements earlier in the same year. With improved equipment, Ryle observed the most distant known galaxies in the universe at that time. He was the first Professor of Radio Astronomy at the University of Cambridge, and founding director of the Mullard Radio Astronomy Observatory. He was Astronomer Royal from 1972 to 1982.",,,http://dbpedia.org/page/Martin_Ryle,http://en.wikipedia.org/wiki/Martin_Ryle
1974,Physics,,Antony Hewish,Individual,Male,Fowey,United Kingdom,Europe,1924,50,United Kingdom,British Astronomer,"Antony Hewish FRS (born 11 May 1924 in Fowey, Cornwall) is a British radio astronomer who won the Nobel Prize for Physics in 1974 (together with fellow radio-astronomer Martin Ryle ) for his work on the development of radio aperture synthesis and its role in the discovery of pulsars. He was also awarded the Eddington Medal of the Royal Astronomical Society in 1969.",University of Cambridge,,http://dbpedia.org/page/Antony_Hewish,http://en.wikipedia.org/wiki/Antony_Hewish
1974,Chemistry,,Paul Flory,Individual,Male,Sterling,United States of America,North America,1910,64,United States of America,,"Paul John Flory (June 19, 1910 – September 9, 1985) was an American chemist and Nobel laureate who was known for his work in the field of polymers, or macromolecules. He was a leading pioneer in understanding the behavior of polymers in solution, and won the Nobel Prize in Chemistry in 1974 ""for his fundamental achievements, both theoretical and experimental, in the physical chemistry of macromolecules"".","Ohio State University, Manchester University - Indiana",http://upload.wikimedia.org/wikipedia/en/6/65/Paul_J._Flory.jpg,http://dbpedia.org/page/Paul_Flory,http://en.wikipedia.org/wiki/Paul_Flory
1975,Chemistry,,John Cornforth,Individual,Male,Sydney,Australia,Oceania,1917,58,United Kingdom,Steriochemistry Of Enzyme-catalysts,"Sir John Warcup ""Kappa"" Cornforth, Jr., AC, CBE, FRS, FAA (7 September 1917 – 8 December 2013), was an Australian– British chemist who won the Nobel Prize in Chemistry in 1975 for his work on the stereochemistry of enzyme -catalysed reactions. ","University of Sydney, University of Oxford",,http://dbpedia.org/page/John_Cornforth,http://en.wikipedia.org/wiki/John_Cornforth
1975,Chemistry,,Vladimir Prelog,Individual,Male,Sarajevo,Bosnia and Herzegovina,Europe,1906,69,"Bosnia and Herzegovina, Switzerland",Croatian-swiss Chemist,"Vladimir Prelog FRS (23 July 1906 – 7 January 1998) was a Croatian - Swiss organic chemist, winner of the 1975 Nobel Prize for chemistry. Prelog lived and worked in Prague, Zagreb and Zürich during his lifetime. ",Czech Technical University in Prague,http://upload.wikimedia.org/wikipedia/commons/6/64/Vladimir_Prelog_ETH-Bib_Portr_00214.jpg,http://dbpedia.org/page/Vladimir_Prelog,http://en.wikipedia.org/wiki/Vladimir_Prelog
1975,Physics,,Aage Bohr,Individual,Male,Copenhagen,Denmark,Europe,1922,53,Denmark,Danish Physicist,"Aage Niels Bohr ( Danish: [?????? ?nels ?bo???]; 19 June 1922 – 9 September 2009) was a Danish nuclear physicist and Nobel laureate, and the son of the famous physicist and Nobel laureate Niels Bohr.",University of Copenhagen,http://upload.wikimedia.org/wikipedia/commons/c/ce/Aage_Bohr.jpg,http://dbpedia.org/page/Aage_Bohr,http://en.wikipedia.org/wiki/Aage_Bohr
1975,Literature,,Eugenio Montale,Individual,Male,Genoa,Italy,Europe,1896,79,Italy,"Italian Poet, Prose Writer, Editor And Translator","Eugenio Montale ( Italian: [eu?d??njo mon?tale]; 12 October 1896 – 12 September 1981) was an Italian poet, prose writer, editor and translator, and recipient of the 1975 Nobel Prize in Literature. He is widely considered the greatest Italian lyric poet since Giacomo Leopardi. In 1973 he was awarded the Golden Wreath of the Struga Poetry Evenings in Struga, Macedonia. ",,http://upload.wikimedia.org/wikipedia/commons/e/e5/Eugenio_Montale.jpg,http://dbpedia.org/page/Eugenio_Montale,http://en.wikipedia.org/wiki/Eugenio_Montale
1975,Medicine / Physiology,,Renato Dulbecco,Individual,Male,Catanzaro,Italy,Europe,1914,61,"Italy, United States of America",Italian Virologist,"Renato Dulbecco (February 22, 1914 – February 19, 2012) was a virologist, born in Italy and a naturalized American citizen, who won the 1975 Nobel Prize in Physiology or Medicine for his work on oncoviruses, which are viruses that can cause cancer when they infect animal cells. He studied at the University of Turin under Giuseppe Levi, along with fellow students Salvador Luria and Rita Levi-Montalcini, who also moved to the U.S. with him and won Nobel prizes. He was drafted into the Italian army in World War II, but later joined the resistance.",University of Turin,http://upload.wikimedia.org/wikipedia/commons/3/3e/Renato_Dulbecco_crop.jpg,http://dbpedia.org/page/Renato_Dulbecco,http://en.wikipedia.org/wiki/Renato_Dulbecco
1975,Economics,,Tjalling Koopmans,Individual,Male,s-Graveland,Netherlands,Europe,1910,65,Netherlands,Dutch Economist,"Tjalling Charles Koopmans (August 28, 1910 – February 26, 1985) was a Dutch American mathematician and economist, the joint winner with Leonid Kantorovich of the 1975 Nobel Memorial Prize in Economic Sciences.","Utrecht University, Leiden University",http://upload.wikimedia.org/wikipedia/end/d0/Tjalling_Koopmans.jpg,http://dbpedia.org/page/Tjalling_Koopmans,http://en.wikipedia.org/wiki/Tjalling_Koopmans
1975,Economics,,Leonid Kantorovich,Individual,Male,Saint Petersburg,Russia,Asia,1912,63,Russia,Russian Mathematician And Economist,"Leonid Vitaliyevich Kantorovich ( Russian: ??????? ??????????? ???????????; IPA: [l????n?it v???tal??v??t?? k?nt??rov??t??] ) (19 January 1912 – 7 April 1986) was a Soviet mathematician and economist, known for his theory and development of techniques for the optimal allocation of resources. He is regarded as the founder of linear programming. He was the winner of the Stalin Prize in 1949 and the Nobel Prize in Economics in 1975.",Saint Petersburg State University,http://upload.wikimedia.org/wikipedia/commons/f/f4/Leonid_Kantorovich_1975.jpg,http://dbpedia.org/page/Leonid_Kantorovich,http://en.wikipedia.org/wiki/Leonid_Kantorovich
1975,Peace,,Andrei Sakharov,Individual,Male,Moscow,Russia,Asia,1921,54,Russia,Soviet Nuclear Physicist,"Andrei Dmitrievich Sakharov ( Russian: ??????? ??????????? ????????; May 21, 1921 – December 14, 1989) was a Russian nuclear physicist, Soviet dissident and human rights activist.",Moscow State University,http://upload.wikimedia.org/wikipedia/commons/8/84/RIAN_archive_25981_Academician_Sakharov.jpg,http://dbpedia.org/page/Andrei_Sakharov,http://en.wikipedia.org/wiki/Andrei_Sakharov
1975,Medicine / Physiology,,Howard Martin Temin,Individual,Male,Philadelphia,United States of America,North America,1934,41,United States of America,American Geneticist,"Howard Martin Temin (December 10, 1934 – February 9, 1994) was a U.S. geneticist. Along with Renato Dulbecco and David Baltimore he discovered reverse transcriptase in the 1970s at the University of Wisconsin–Madison, for which he shared the 1975 Nobel Prize in Physiology or Medicine.","California Institute of Technology, Swarthmore College",,http://dbpedia.org/page/Howard_Martin_Temin,http://en.wikipedia.org/wiki/Howard_Martin_Temin
1975,Medicine / Physiology,,David Baltimore,Individual,Male,New York City,United States of America,North America,1938,37,United States of America,American Scientist,"David Baltimore (born March 7, 1938) is an American biologist, university administrator, and Nobel laureate in Physiology or Medicine. He served as president of the California Institute of Technology (Caltech) from 1997 to 2006, and is currently the President Emeritus and Robert Andrews Millikan Professor of Biology at Caltech. He also served as president of Rockefeller University from 1990 to 1991, and was president of the American Association for the Advancement of Science in 2007. Dr. Baltimore has profoundly influenced international science, including key contributions to immunology, virology, cancer research, biotechnology, and recombinant DNA research, through his accomplishments as a researcher, administrator, educator, and public advocate for science and engineering. He was awarded the U.S. National Medal of Science in 1999. ","Swarthmore College, Rockefeller University",http://upload.wikimedia.org/wikipedia/commons/e/e1/Dr._David_Baltimore2.jpg,http://dbpedia.org/page/David_Baltimore,http://en.wikipedia.org/wiki/David_Baltimore
1975,Physics,,James Rainwater,Individual,Male,Council,United States of America,North America,1917,58,United States of America,American Nuclear Physicist,"Leo James Rainwater (December 9, 1917 – May 31, 1986) was an American physicist who shared the Nobel Prize for Physics in 1975 for his part in determining the asymmetrical shapes of certain atomic nuclei. ","California Institute of Technology, Columbia University",http://upload.wikimedia.org/wikipedia/en8/82/Leo_James_Rainwater.jpg,http://dbpedia.org/page/James_Rainwater,http://en.wikipedia.org/wiki/James_Rainwater
1975,Physics,,Ben Roy Mottelson,Individual,Male,Chicago,United States of America,North America,1926,49,Denmark,Danish Nuclear Physicist,"Ben Roy Mottelson (born July 9, 1926) is an American-born Danish nuclear physicist. He won the 1975 Nobel Prize in Physics for his work on the non-spherical geometry of atomic nuclei.","Purdue University, Harvard University",http://upload.wikimedia.org/wikipedia/commons/4/47/Mottelson%2CBen_1963_Kopenhagen.jpg,http://dbpedia.org/page/Ben_Roy_Mottelson,http://en.wikipedia.org/wiki/Ben_Roy_Mottelson
1976,Literature,,Saul Bellow,Individual,Male,Lachine,Canada,North America,1915,61,"Canada, United States of America","Novelist, Short Story Writer, Critic, Professor","Saul Bellow (10 June 1915 – 5 April 2005) was a Canadian-born American writer. For his literary contributions, Bellow was awarded the Pulitzer Prize, the Nobel Prize for Literature, and the National Medal of Arts. and he received the Foundation's lifetime Medal for Distinguished Contribution to American Letters in 1990. ","University of Chicago, Northwestern University, University of Wisconsin",http://upload.wikimedia.org/wikipedia/commons/5/52/Saul_Bellow%2C_1990_%28cropped%29.jpg,http://dbpedia.org/page/Saul_Bellow,http://en.wikipedia.org/wiki/Saul_Bellow
1976,Peace,,Mairead Maguire,Individual,Female,Belfast,United Kingdom,Europe,1944,32,Ireland,Social Activist,"Mairead Maguire (born 27 January 1944), also known as Mairead Corrigan Maguire and formerly as Mairéad Corrigan, is a peace activist from Northern Ireland. She co-founded, with Betty Williams and Ciaran McKeown, the Women for Peace, which later became the Community for Peace People, an organisation dedicated to encouraging a peaceful resolution of the Troubles in Northern Ireland. Maguire and Williams were awarded the 1976 Nobel Peace Prize. Maguire has also won several other awards.",Irish School of Ecumenics,http://upload.wikimedia.org/wikipedia/commons/2/28/Mairead_Corrigan_Gaza_crop.jpg,http://dbpedia.org/page/Mairead_Maguire,http://en.wikipedia.org/wiki/Mairead_Maguire
1976,Peace,,Betty Williams,Individual,Female,Belfast,United Kingdom,Europe,1943,33,"Ireland, United Kingdom",,"Betty Williams (born 22 May 1943) in the city of Belfast in Northern Ireland, is a co-recipient with Mairead Corrigan of the Nobel Peace Prize in 1976 for her work as a cofounder of Community of Peace People, an organisation dedicated to promoting a peaceful resolution to The Troubles in Northern Ireland. She heads the Global Children's Foundation and is the President of the World Centre of Compassion for Children International. She is also the Chair of Institute for Asian Democracy in Washington D.C. and a Distinguished Visiting Professor at Nova Southeastern University. In 2006, Williams was one of the founders of the Nobel Women's Initiative along with sister Nobel Peace Laureates Mairead Corrigan Maguire, Shirin Ebadi, Wangari Maathai, Jody Williams and Rigoberta Menchu Tum. Six women representing North America and South America, Europe, the Middle East and Africa decided to bring together their experiences in a united effort for peace with justice and equality. It is the goal of the Nobel Women's Initiative to help strengthen work being done in support of women's rights around the world.",,http://upload.wikimedia.org/wikipedia/commons//b/b7/Betty_Williams.jpg,http://dbpedia.org/page/Betty_Williams_(Nobel_laureate),http://en.wikipedia.org/wiki/Betty_Williams_(Nobel_laureate)
1976,Chemistry,,William Lipscomb,Individual,Male,Cleveland,United States of America,North America,1919,57,United States of America,American Chemist,"William Nunn Lipscomb, Jr. (December 9, 1919 – April 14, 2011) was a Nobel Prize-winning American inorganic and organic chemist working in nuclear magnetic resonance, theoretical chemistry, boron chemistry, and biochemistry.","California Institute of Technology, University of Kentucky",http://upload.wikimedia.org/wikipedia/commons/2/27/William_n_lipscomb_jr.jpg,http://dbpedia.org/page/William_Lipscomb,http://en.wikipedia.org/wiki/William_Lipscomb
1976,Economics,,Milton Friedman,Individual,Male,Brooklyn,United States of America,North America,1912,64,United States of America,"American Economist, Public Intellectual","Milton Friedman (July 31, 1912 – November 16, 2006) was an American economist, statistician, and writer who taught at the University of Chicago for more than three decades. He was a recipient of the 1976 Nobel Prize in Economic Sciences, and is known for his research on consumption analysis, monetary history and theory, and the complexity of stabilization policy. As a leader of the Chicago school of economics, he profoundly influenced the research agenda of the economics profession. A survey of economists ranked Friedman as the second most popular economist of the twentieth century after John Maynard Keynes, and The Economist described him as ""the most influential economist of the second half of the 20th century... possibly of all of it."" ",Columbia University,http://upload.wikimedia.org/wikipedia/commons/2/20/Portrait_of_Milton_Friedman.jpg,http://dbpedia.org/page/Milton_Friedman,http://en.wikipedia.org/wiki/Milton_Friedman
1976,Medicine / Physiology,,Baruch Samuel Blumberg,Individual,Male,Brooklyn,United States of America,North America,1925,51,United States of America,American Physician,"Baruch Samuel ""Barry"" Blumberg (July 28, 1925 – April 5, 2011) was an American doctor and co-recipient of the 1976 Nobel Prize in Physiology or Medicine (with Daniel Carleton Gajdusek ) for his work on the Hepatitis B virus as an investigator at the NIH, and the President of the American Philosophical Society from 2005 until his death.","University of Oxford, Union College, Columbia University",http://upload.wikimedia.org/wikipedia/commons/c/c1/Baruch_Samuel_Blumberg_by_Tom_Trower_%28NASA%29.jpg,http://dbpedia.org/page/Baruch_Samuel_Blumberg,http://en.wikipedia.org/wiki/Baruch_Samuel_Blumberg
1976,Medicine / Physiology,,Daniel Carleton Gajdusek,Individual,Male,Yonkers,United States of America,North America,1923,53,United States of America,,"Daniel Carleton Gajdusek (pronounced GUY-dah-shek; September 9, 1923 – December 12, 2008) was an American physician and medical researcher who was the co-recipient (with Baruch S. Blumberg ) of the Nobel Prize in Physiology or Medicine in 1976 for work on kuru, the first human prion disease demonstrated to be infectious.",,http://upload.wikimedia.org/wikipedia/en/b/b2/Daniel_Carleton_Gajdusek_%281997%29.jpg,http://dbpedia.org/page/Daniel_Carleton_Gajdusek,http://en.wikipedia.org/wiki/Daniel_Carleton_Gajdusek
1976,Physics,,Burton Richter,Individual,Male,New York City,United States of America,North America,1931,45,United States of America,American Physicist,"Burton Richter (born March 22, 1931) is a Nobel Prize -winning American physicist. He led the Stanford Linear Accelerator Center (SLAC) team which co-discovered the J/? meson in 1974, alongside the Brookhaven National Laboratory (BNL) team led by Samuel Ting. This discovery was part of the so-called November Revolution of particle physics. He was the SLAC director from 1984 to 1999.",Massachusetts Institute of Technology,http://upload.wikimedia.org/wikipedia/commons/4/41/Burton_Richter_NSF_crop.jpg,http://dbpedia.org/page/Burton_Richter,http://en.wikipedia.org/wiki/Burton_Richter
1976,Physics,,Samuel C. C. Ting,Individual,Male,Ann Arbor,United States of America,North America,1936,40,United States of America,Physicist,"Samuel Chao Chung Ting ( Chinese: ???; pinyin: D?ng Zhàozh?ng; Wade-Giles: Ting Chao-chung) (born January 27, 1936) is an American physicist who received the Nobel Prize in 1976, with Burton Richter, for discovering the subatomic J/? particle. He is the principal investigator for the international $1.5 billion Alpha Magnetic Spectrometer experiment which was installed on the International Space Station on 19 May 2011.",University of Michigan,http://upload.wikimedia.org/wikipedia/commons/b/b4/Samuel_ting_10-19-10.jpg,http://dbpedia.org/page/Samuel_C._C._Ting,http://en.wikipedia.org/wiki/Samuel_C._C._Ting
1977,Medicine / Physiology,,Roger Guillemin,Individual,Male,Dijon,France,Europe,1924,53,"France, United States of America",French Physician,"Roger Charles Louis Guillemin (born January 11, 1924 in Dijon, Bourgogne, France) received the National Medal of Science in 1976, and the Nobel prize for medicine in 1977 for his work on neurohormones, sharing the prize that year with Andrew Schally and Rosalyn Sussman Yalow.","University of Burgundy, University of Montreal",,http://dbpedia.org/page/Roger_Guillemin,http://en.wikipedia.org/wiki/Roger_Guillemin
1977,Medicine / Physiology,,Andrew Schally,Individual,Male,Vilnius,Lithuania,Europe,1926,51,"Lithuania, Poland",Polish-american Endocrinologist,"Andrzej Viktor ""Andrew"" Schally (born November 30, 1926) is an American endocrinologist and Nobel Prize laureate (1977) in medicine, sharing the prize that year with Roger Guillemin and Rosalyn Sussman Yalow.",,http://upload.wikimedia.org/wikipedia/commons/a/a8/Schally_portrait.jpg,http://dbpedia.org/page/Andrew_Schally,http://en.wikipedia.org/wiki/Andrew_Schally
1977,Chemistry,,Ilya Prigogine,Individual,Male,Moscow,Russia,Asia,1917,60,"Belgium, Russia",Physical Chemist,"Viscount Ilya Romanovich Prigogine ( /?pri??o?(d)?i?n/; Russian: ????? ?????????? ?????????, Ilya Romanovich Prigozhin; 25 January 1917 – 28 May 2003) was a Belgian physical chemist and Nobel Laureate noted for his work on dissipative structures, complex systems, and irreversibility.",Université libre de Bruxelles,http://upload.wikimedia.org/wikipedia/enc/c6/Ilya_Prigogine.jpg,http://dbpedia.org/page/Ilya_Prigogine,http://en.wikipedia.org/wiki/Ilya_Prigogine
1977,Literature,,Vicente Aleixandre,Individual,Male,Seville,Spain,Europe,1898,79,Spain,Poet,"Vicente Pío Marcelino Cirilo Aleixandre y Merlo (April 26, 1898 – December 14, 1984) was a Spanish poet who was born in Seville. Aleixandre received the Nobel Prize for Literature in 1977 ""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars"". He was part of the Generation of '27.",,http://upload.wikimedia.org/wikipedia/commons/2/2f/Vicentealeixandre.jpg,http://dbpedia.org/page/Vicente_Aleixandre,http://en.wikipedia.org/wiki/Vicente_Aleixandre
1977,Economics,,Bertil Ohlin,Individual,Male,Skåne County,Sweden,Europe,1899,78,Sweden,Swedish Economist,"Bertil Gotthard Ohlin ( Swedish: [?bæ?il u?li?n] ) (23 April 1899 – 3 August 1979) was a Swedish economist and politician. He was a professor of economics at the Stockholm School of Economics from 1929 to 1965. He was also leader of the People's Party, a social-liberal party which at the time was the largest party in opposition to the governing Social Democratic Party, from 1944 to 1967. He served briefly as Minister for Trade from 1944 to 1945 in the Swedish coalition government during World War II.","Lund University, Stockholm University, Harvard University",http://upload.wikimedia.org/wikipedia/commons/3/34/Bertil_Ohlin.jpg,http://dbpedia.org/page/Bertil_Ohlin,http://en.wikipedia.org/wiki/Bertil_Ohlin
1977,Economics,,James Meade,Individual,Male,Swanage,United Kingdom,Europe,1907,70,United Kingdom,British Economist,"James Edward Meade CB, FBA (23 June 1907 – 22 December 1995) was a British economist and winner of the 1977 Nobel Memorial Prize in Economic Sciences jointly with the Swedish economist Bertil Ohlin for their ""pathbreaking contribution to the theory of international trade and international capital movements.""","University of Cambridge, University of Oxford",http://upload.wikimedia.org/wikipedia/commons/1/1b/James_Meade_Nobel.jpg,http://dbpedia.org/page/James_Meade,http://en.wikipedia.org/wiki/James_Meade
1977,Peace,,Amnesty International,Organization,Organization,,United Kingdom,Europe,,,United Kingdom,,"Amnesty International (commonly known as Amnesty and AI ) is a non-governmental organisation focused on human rights with over 3 million members and supporters around the world. The stated objective of the organisation is ""to conduct research and generate action to prevent and end grave abuses of human rights, and to demand justice for those whose rights have been violated."" ",,http://upload.wikimedia.org/wikipedia/ene/ee/Amnesty_International_logo.svg,http://dbpedia.org/page/Amnesty_International,http://en.wikipedia.org/wiki/Amnesty_International
1977,Physics,,Nevill Francis Mott,Individual,Male,Leeds,United Kingdom,Europe,1905,72,United Kingdom,English Physicist,"Sir Nevill Francis Mott, CH, FRS (30 September 1905 – 8 August 1996) was an English physicist who won the Nobel Prize for Physics in 1977 for his work on the electronic structure of magnetic and disordered systems, especially amorphous semiconductors. The award was shared with Philip W. Anderson and J. H. Van Vleck. The three had conducted loosely related research. Mott and Anderson clarified the reasons why magnetic or amorphous materials can some times be metallic and some times insulating. In 1973 he was awarded the A. A. Griffith Medal and Prize.",University of Cambridge,http://upload.wikimedia.org/wikipedia/en/c/ca/Sir_Nevill_Francis_Mott.jpg,http://dbpedia.org/page/Nevill_Francis_Mott,http://en.wikipedia.org/wiki/Nevill_Francis_Mott
1977,Medicine / Physiology,,Rosalyn Sussman Yalow,Individual,Female,New York City,United States of America,North America,1921,56,United States of America,American Medical Physicist,"Rosalyn Sussman Yalow (July 19, 1921 – May 30, 2011) was an American medical physicist, and a co-winner of the 1977 Nobel Prize in Physiology or Medicine (together with Roger Guillemin and Andrew Schally ) for development of the radioimmunoassay (RIA) technique. She was the second American woman to be awarded the Nobel Prize Physiology or Medicine after Gerty Cori. ","City University of New York, University of Illinois",http://upload.wikimedia.org/wikipedia/commons/3/3d/Rosalyn_Yalow.jpg,http://dbpedia.org/page/Rosalyn_Sussman_Yalow,http://en.wikipedia.org/wiki/Rosalyn_Sussman_Yalow
1977,Physics,,Philip Warren Anderson,Individual,Male,Indianapolis,United States of America,North America,1923,54,United States of America,American Physicist,"Philip Warren Anderson (born December 13, 1923) is an American physicist and Nobel laureate. Anderson has made contributions to the theories of localization, antiferromagnetism, symmetry breaking, high-temperature superconductivity and to the philosophy of science through his writings on emergent phenomena. ","Harvard University, United States Naval Research Laboratory",http://upload.wikimedia.org/wikipedia/commons/8/8d/Andersonphoto.jpg,http://dbpedia.org/page/Philip_Warren_Anderson,http://en.wikipedia.org/wiki/Philip_Warren_Anderson
1977,Physics,,John Hasbrouck Van Vleck,Individual,Male,Middletown,United States of America,North America,1899,78,United States of America,American Physicist,"John Hasbrouck Van Vleck (March 13, 1899 – October 27, 1980) was an American physicist and mathematician, co-awarded the 1977 Nobel Prize in Physics, for his contributions to the understanding of the behavior of electrons in magnetic solids.","Harvard University, University of Wisconsin",http://upload.wikimedia.org/wikipedia/commons/9/99/JH_van_Vleck_1974.jpg,http://dbpedia.org/page/John_Hasbrouck_Van_Vleck,http://en.wikipedia.org/wiki/John_Hasbrouck_Van_Vleck
1978,Peace,,Menachem Begin,Individual,Male,Brest,Belarus,Europe,1913,65,"Belarus, Israel, Russia","Polish Jewish Head Of The Zionist Underground Group The Irgun, Likud Prime Minister Of Israel","Menachem Begin ( listen(help·info); Hebrew: ??????? ???????; Polish: Mieczys?aw Biegun; Russian: ??????? ????????? ????? Menakhem Vol'fovich Begin; 16 August 1913 – 9 March 1992) was an Israeli politician, founder of Likud and the sixth Prime Minister of the State of Israel. Before the creation of the state of Israel, he was the leader of the Zionist militant group Irgun, the Revisionist breakaway from the larger Jewish paramilitary organization Haganah. He proclaimed a revolt, on 1 February 1944, against the British mandatory government, which was opposed by the Jewish Agency. As head of the Irgun, he targeted the British in Palestine. ",University of Warsaw,http://upload.wikimedia.org/wikipedia/commons/8/83/Menachem_Begin_2.jpg,http://dbpedia.org/page/Menachem_Begin,http://en.wikipedia.org/wiki/Menachem_Begin
1978,Peace,,Anwar Sadat,Individual,Male,Mit Abu Al-Kum,Egypt,Africa,1918,60,Egypt,Egyptian President,"Muhammad Anwar El Sadat ( Arabic: ???? ???? ??????? ? Mu?ammad Anwar as-S?d?t Egyptian Arabic pronunciation: [mæ??æmmæd ???nw?? essæ?dæ?t]; 25 December 1918 – 6 October 1981) was the third President of Egypt, serving from 15 October 1970 until his assassination by fundamentalist army officers on 6 October 1981. Sadat was a senior member of the Free Officers who overthrew King Farouk in the Egyptian Revolution of 1952, and a close confidant of President Gamal Abdel Nasser, under whom he served as Vice President twice and whom he succeeded as President in 1970.",,http://upload.wikimedia.org/wikipedia/commons/b/b0/Anwar_Sadat_cropped.jpg,http://dbpedia.org/page/Anwar_Sadat,http://en.wikipedia.org/wiki/Anwar_Sadat
1978,Physics,,Arno Allan Penzias,Individual,Male,Munich,Germany,Europe,1933,45,"Germany, United States of America",American Physicist,"Arno Allan Penzias (born 26 April 1933) is an American physicist, radio astronomer and Nobel laureate in physics who is co-discoverer of the cosmic microwave background radiation, which helped establish the Big Bang theory of cosmology.","Columbia University, City University of New York",http://upload.wikimedia.org/wikipedia/commons/7/75/Arno_Penzias.jpg,http://dbpedia.org/page/Arno_Allan_Penzias,http://en.wikipedia.org/wiki/Arno_Allan_Penzias
1978,Literature,,Isaac Bashevis Singer,Individual,Male,Leoncin,Poland,Europe,1902,76,"Poland, United States of America",Yiddish Writer,"Isaac Bashevis Singer ( Yiddish: ???? ???????? ??????; November 21, 1902 – July 24, 1991) was a Polish -born Jewish-American author. The Polish form of his birth name was Izaak Zynger and he used his mother's first name in an initial pseudonym, Izaak Baszewis, which he later expanded to the form under which he is now known. He was a leading figure in the Yiddish literary movement, writing and publishing only in Yiddish, and was awarded the Nobel Prize in Literature in 1978. He also was awarded two U.S. National Book Awards, one in Children's Literature for his memoir A Day Of Pleasure: Stories of a Boy Growing Up in Warsaw -1970 and one in Fiction for his collection, A Crown of Feathers and Other Stories (1974). ",,http://upload.wikimedia.org/wikipedia/commons/7/7a/Isaac_Bashevis_Singer_crop.jpg,http://dbpedia.org/page/Isaac_Bashevis_Singer,http://en.wikipedia.org/wiki/Isaac_Bashevis_Singer
